x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.315889835,0.7065410614013672,-5.71E-07,0.38850727677345276,0.6159490942955017,-0.020302827,0.4174919128417969,0.4658612608909607,-0.024066489,0.4134482741355896,0.35619241,-0.028815534,0.4214158356189728,0.27377480268478394,-0.026154527,0.36031657457351685,0.3888065218925476,-0.003808667,0.3650093078613281,0.30183443427085876,-0.044257555,0.38386014103889465,0.3945232033729553,-0.056651328,0.38315650820732117,0.4618566632270813,-0.055188552,0.30548039078712463,0.4065520763397217,-0.009597921,0.31317955255508423,0.3096741735935211,-0.05480526,0.3417343199253082,0.4304110109806061,-0.056688372,0.33869001269340515,0.49481531977653503,-0.043196332,0.252473384,0.440045565,-0.02202853,0.2617841064929962,0.35735276341438293,-0.07153111,0.2984820306301117,0.4705629050731659,-0.052516084,0.2985551953315735,0.5231134295463562,-0.023553789,0.19856137037277222,0.4895099997520447,-0.035167292,0.21471095085144043,0.4174201488494873,-0.065767251,0.25185754895210266,0.49065592885017395,-0.046625305,0.25610628724098206,0.5310571789741516,-0.022170128,A
0.17299504578113556,0.5473170280456543,-8.41E-07,0.2628476619720459,0.4679994285106659,-0.027576396,0.31193697452545166,0.2972205579280853,-0.034096014,0.3367447257041931,0.15963779389858246,-0.043154053,0.3866097629070282,0.079668909,-0.042623375,0.2827674150466919,0.17901107668876648,0.000438374,0.28211289644241333,0.060226306319236755,-0.052308783,0.26310980319976807,0.17121252417564392,-0.072984703,0.2536570429801941,0.25472620129585266,-0.075069025,0.2093622237443924,0.18095099925994873,-0.003580646,0.20597650110721588,0.067551196,-0.058047164,0.2007295787334442,0.20858202874660492,-0.058168288,0.20408949255943298,0.2777480185031891,-0.040784132,0.13824880123138428,0.19962134957313538,-0.017769864,0.13407546281814575,0.09937872,-0.071228303,0.14364561438560486,0.23248514533042908,-0.044497274,0.15139655768871307,0.29524728655815125,-0.00865401,0.069125824,0.2308688461780548,-0.034965273,0.065670565,0.14071470499038696,-0.061549064,0.080400087,0.22687862813472748,-0.036731787,0.089848079,0.2744174599647522,-0.007798459,A
0.26531630754470825,0.5498123168945312,-7.62E-07,0.36751705408096313,0.4756002426147461,-0.028803596,0.433576763,0.2923312187194824,-0.036384471,0.4746999740600586,0.15894271433353424,-0.047031637,0.5320842266082764,0.086493954,-0.049872335,0.40292659401893616,0.1695380061864853,0.001491977,0.41854819655418396,0.058795601,-0.0559575,0.4108329713344574,0.17236462235450745,-0.083747,0.3960269093513489,0.26398229598999023,-0.089630812,0.32389310002326965,0.16293051838874817,-0.004324782,0.34290680289268494,0.046142653,-0.062802136,0.3409596383571625,0.19846908748149872,-0.069596827,0.329171747,0.28182750940322876,-0.055534422,0.24518680572509766,0.17672979831695557,-0.020497579,0.26134932041168213,0.074363366,-0.07968092,0.274230421,0.22044497728347778,-0.058471747,0.26834216713905334,0.2940417528152466,-0.024500988,0.16608434915542603,0.20496398210525513,-0.039216962,0.17991545796394348,0.11143602430820465,-0.072779305,0.20295150578022003,0.20965909957885742,-0.049695086,0.20667313039302826,0.2682201564311981,-0.020461293,A
0.33227968215942383,0.6483677625656128,-9.40E-07,0.4390581250190735,0.5744867920875549,-0.055808254,0.4971243143081665,0.3626917600631714,-0.077494666,0.524523139,0.1880500614643097,-0.097291075,0.5846447944641113,0.084455773,-0.103746958,0.44822201132774353,0.1810516119003296,-0.023823574,0.44311919808387756,0.069917247,-0.109555021,0.4390339255332947,0.21932142972946167,-0.143777877,0.43593481183052063,0.3216109573841095,-0.149426594,0.34639325737953186,0.1956208050251007,-0.023203816,0.3422496020793915,0.08158049,-0.113922723,0.36304035782814026,0.2807038426399231,-0.117285043,0.3726300299167633,0.35936176776885986,-0.092813693,0.2516729235649109,0.23499774932861328,-0.037830625,0.2416190356016159,0.14147168397903442,-0.129477784,0.27845898270606995,0.32300829887390137,-0.095517457,0.29348665475845337,0.3847898542881012,-0.044967428,0.16334311664104462,0.2920561134815216,-0.056704648,0.15151332318782806,0.21531501412391663,-0.108765282,0.19101692736148834,0.33611297607421875,-0.079482704,0.2116798609495163,0.3811211884021759,-0.040590644,A
0.646737278,0.6426482200622559,-8.18E-07,0.748703122,0.5701828002929688,-0.043222718,0.8328925371170044,0.38957884907722473,-0.066717669,0.8780382871627808,0.2502748668193817,-0.090480432,0.9358443021774292,0.15710926055908203,-0.102030948,0.7906628251075745,0.20837301015853882,-0.042788625,0.8285331726074219,0.11173596978187561,-0.123510212,0.8374892473220825,0.27275243401527405,-0.146018982,0.8144517540931702,0.3633941411972046,-0.144641548,0.6930630207061768,0.20243272185325623,-0.052954845,0.7396000623703003,0.10902519524097443,-0.143499777,0.7577128410339355,0.3269800841808319,-0.145962507,0.7289307713508606,0.3982117176055908,-0.125651777,0.5897124409675598,0.22618785500526428,-0.073773667,0.6327940225601196,0.13023477792739868,-0.172874078,0.6641019582748413,0.33789101243019104,-0.139114559,0.6396344304084778,0.4093296229839325,-0.090833686,0.47849926352500916,0.27137061953544617,-0.095465913,0.5023190975189209,0.1827317774295807,-0.159730852,0.5514684915542603,0.31658321619033813,-0.130339965,0.553684413,0.37785643339157104,-0.091193862,A
0.41536346077919006,0.6601651906967163,-8.56E-07,0.5061930418014526,0.5587538480758667,-0.051433742,0.5432184338569641,0.34152093529701233,-0.075133771,0.5637743473052979,0.17823858559131622,-0.098719321,0.6167154312133789,0.070439503,-0.109395333,0.4774535894393921,0.18360252678394318,-0.027883112,0.48192837834358215,0.070730075,-0.108641803,0.5114587545394897,0.2128545343875885,-0.131959736,0.5116552114486694,0.298479825,-0.130761117,0.3809328079223633,0.21057797968387604,-0.031290047,0.40033525228500366,0.10892178118228912,-0.117894508,0.4443732500076294,0.31068021059036255,-0.117392562,0.42839619517326355,0.3633759319782257,-0.093641929,0.2906251847743988,0.2631481885910034,-0.048432063,0.3076513409614563,0.1696721762418747,-0.142045766,0.36131593585014343,0.3510587215423584,-0.105773874,0.3490734100341797,0.3972652554512024,-0.055876747,0.19943122565746307,0.33066225051879883,-0.068399847,0.20046807825565338,0.24375155568122864,-0.123488963,0.2648774981498718,0.3563156723976135,-0.090940095,0.2778334319591522,0.3988090753555298,-0.050426979,A
0.30199605226516724,0.7978957891464233,-9.25E-07,0.4131848216056824,0.7448819875717163,-0.094532214,0.4669957160949707,0.5234645009040833,-0.130401418,0.4820631742477417,0.341776967,-0.15541777,0.545185924,0.2327548712491989,-0.164939687,0.3967238962650299,0.34541985392570496,-0.077313848,0.3761899471282959,0.2514975070953369,-0.176496401,0.38220420479774475,0.42501068115234375,-0.208501026,0.3914370834827423,0.5300300121307373,-0.209881514,0.2835560441017151,0.3691973090171814,-0.058829363,0.2578897476196289,0.27708905935287476,-0.165954188,0.2875349819660187,0.489891917,-0.165233746,0.314807653,0.5614631772041321,-0.13555178,0.1867952048778534,0.41457295417785645,-0.058700252,0.15554949641227722,0.34376394748687744,-0.168283015,0.20052696764469147,0.5316416621208191,-0.133183897,0.23654517531394958,0.592223048,-0.07828398,0.10611692070960999,0.4727949798107147,-0.065440565,0.065593854,0.4043470621109009,-0.132341623,0.10499279201030731,0.5293506979942322,-0.109580934,0.14022032916545868,0.5772029161453247,-0.072542064,A
0.4807928800582886,0.776883602,-1.00E-06,0.5884442925453186,0.7092114686965942,-0.047320817,0.6719153523445129,0.5035624504089355,-0.068800576,0.7188031673431396,0.34405744075775146,-0.090176418,0.7793511152267456,0.24313688278198242,-0.097919561,0.6204286813735962,0.33616694808006287,-0.040201612,0.6531492471694946,0.1934424638748169,-0.123330988,0.6582140922546387,0.365918368,-0.145205259,0.6426146030426025,0.455189586,-0.142619252,0.5207820534706116,0.33611631393432617,-0.046240874,0.5558359622955322,0.21462556719779968,-0.13883248,0.5737329125404358,0.4402739405632019,-0.137855411,0.5578464865684509,0.5044993758201599,-0.112395912,0.42105820775032043,0.36404818296432495,-0.064391941,0.45114150643348694,0.27396100759506226,-0.160333514,0.48121076822280884,0.4815528094768524,-0.120690882,0.4706389904022217,0.5363233685493469,-0.06734924,0.31887322664260864,0.4075567126274109,-0.084745802,0.32710909843444824,0.3168678879737854,-0.139032468,0.3799847960472107,0.45423954725265503,-0.10377226,0.3965087831020355,0.5113863348960876,-0.06146457,A
0.5569015145301819,0.8449316024780273,-7.79E-07,0.6674209833145142,0.7843939065933228,-0.06830541,0.7757704257965088,0.5902323722839355,-0.106091574,0.8321309685707092,0.4446074962615967,-0.14228797,0.8895635604858398,0.3368243873119354,-0.16598326,0.7324846982955933,0.35828348994255066,-0.066657461,0.8029655814170837,0.2589094042778015,-0.165939271,0.8100149631500244,0.4530766010284424,-0.20533517,0.7801235914230347,0.5520188212394714,-0.21546571,0.6254504323005676,0.35232770442962646,-0.073510781,0.690297008,0.27847540378570557,-0.177268982,0.7207487225532532,0.5275311470031738,-0.186956897,0.7007648944854736,0.6064749956130981,-0.171209827,0.5129458904266357,0.3926742672920227,-0.094527967,0.5620651841163635,0.33318859338760376,-0.205358163,0.6012372970581055,0.5701377987861633,-0.171720862,0.5848566889762878,0.648739219,-0.122543648,0.3937928080558777,0.4562413692474365,-0.11927931,0.42294323444366455,0.40433987975120544,-0.190661252,0.47683149576187134,0.550416887,-0.1614068,0.4844999611377716,0.6134084463119507,-0.12202578,A
0.4381822943687439,0.9439835548400879,-8.86E-07,0.5257540345191956,0.8539635539054871,-0.039005965,0.5711063742637634,0.661170483,-0.057054907,0.5911206603050232,0.5133508443832397,-0.076601438,0.638927698,0.41139769554138184,-0.083695561,0.5181763768196106,0.5172549486160278,-0.023199618,0.5375162959098816,0.38636308908462524,-0.093581535,0.5557204484939575,0.5368642807006836,-0.112669267,0.5456029772758484,0.62912333,-0.109163441,0.43569430708885193,0.5320348739624023,-0.029188866,0.4609774947166443,0.4069358706474304,-0.103184655,0.49255168437957764,0.595933199,-0.101157859,0.47809669375419617,0.6661978363990784,-0.078201078,0.3512699604034424,0.5653219223022461,-0.046531983,0.3758164346218109,0.4507206678390503,-0.126783013,0.41940972208976746,0.6263369917869568,-0.09412396,0.410257488,0.6913676261901855,-0.047725298,0.2637057900428772,0.6137372851371765,-0.065694511,0.2746509313583374,0.5002550482749939,-0.112753786,0.33106836676597595,0.6105349659919739,-0.082407378,0.3454734683036804,0.6736668348312378,-0.044373289,A
